Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
902,2:08:45,Takayuki Nishida,JPN,26 APR 1977,1,Beppu (JPN),04 FEB 2001,Men,Marathon
902,2:08:45,Yuji Iwata,JPN,09 JUL 1987,23,Tokyo (JPN),01 MAR 2020,Men,Marathon
902,2:08:45,Samuel Woldeamanuel Gebremichael,ETH,14 MAR 1981,3,Barcelona (ESP),07 MAR 2010,Men,Marathon
902,2:08:45,Boaz Kimaiyo,KEN,10 DEC 1976,6,Amsterdam (NED),20 OCT 2002,Men,Marathon
902,2:08:45,Chihiro Miyawaki,JPN,28 AUG 1991,8,Tokyo (JPN),25 FEB 2018,Men,Marathon
902,2:08:45,Benjamin Kiplimo Mutai,KEN,1982,3,Daegu (KOR),05 APR 2015,Men,Marathon
902,2:08:45,Daniel Kosgei,KEN,19 JUN 1986,7,Amsterdam (NED),17 OCT 2010,Men,Marathon
902,2:08:45,Luke Kibet,KEN,01 FEB 1995,4,Chuncheon (KOR),27 OCT 2019,Men,Marathon
904,2:27:57,Zoya Ivanova,URS,14 MAR 1952,3,Tokyo (JPN),15 NOV 1987,Women,Marathon
904,2:27:57,Meryem Erdogan,TUR,24 APR 1990,40,Valencia (ESP),03 DEC 2023,Women,Marathon
904,2:27:57,Isabel Oropeza,MEX,25 SEP 1990,23,Sevilla (ESP),18 FEB 2024,Women,Marathon
907,2:27:58,Ramiya Burangulova,RUS,11 JUL 1961,4,Nagoya (JPN),10 MAR 1996,Women,Marathon
907,2:27:58,Melanie Kraus,GER,24 OCT 1974,5,Berlin (GER),10 SEP 2000,Women,Marathon
907,2:27:58,Ayinadis Teshome,ETH,,4,Mumbai (IND),21 JAN 2024,Women,Marathon
907,2:27:58,Hye-Song Kim,PRK,09 MAR 1993,2,Pyongyang (PRK),13 APR 2014,Women,Marathon
907,2:27:58,Olga Skrypak,UKR,02 DEC 1990,8,Ljubljana (SLO),27 OCT 2019,Women,Marathon
907,2:27:58,Yoshiko Yamamoto,JPN,06 JUN 1970,4,Osaka (JPN),26 JAN 1992,Women,Marathon
911,2:08:46,Andrés Espinoza,MEX,04 FEB 1963,4,Berlin (GER),28 SEP 2003,Men,Marathon
911,2:08:46,Richard Kiprop,KEN,03 APR 1989,8,Paris (FRA),09 APR 2017,Men,Marathon
911,2:08:46,Zersenay Tadese,ERI,01 JAN 1982,5,Berlin (GER),16 SEP 2018,Men,Marathon
911,2:08:46,Peter Ndirangu,KEN,24 MAY 1971,3,"Chicago, IL (USA)",19 OCT 1997,Men,Marathon
911,2:08:46,Solomon Molla,ETH,20 JAN 1987,1,Seoul (KOR),02 NOV 2008,Men,Marathon
911,2:08:46,Shumye Alemayehu,ETH,06 APR 1988,5,Frankfurt (GER),25 OCT 2009,Men,Marathon
911,2:08:46,Dereje Tadesse,ETH,24 JAN 1987,4,See Genezareth (ISR),10 JAN 2013,Men,Marathon
911,2:08:46,Dejene Birhanu,ETH,12 DEC 1980,4,Rotterdam (NED),09 APR 2006,Men,Marathon
911,2:08:46,Geofrey Kusuro,UGA,12 FEB 1989,1,Kobe (JPN),17 NOV 2019,Men,Marathon
913,2:27:59,Olga Appell,USA,02 AUG 1963,1,St. Paul (USA),06 OCT 1996,Women,Marathon
914,2:28:00,Ritva Lemettinen,FIN,09 SEP 1960,3,London (GBR),02 APR 1995,Women,Marathon
914,2:28:00,Filomena Costa,POR,22 FEB 1985,1,Sevilla (ESP),22 FEB 2015,Women,Marathon
914,2:28:00,Lanni Marchant,CAN,11 APR 1984,3,Toronto (CAN),20 OCT 2013,Women,Marathon
914,2:28:00,Jingbo Lu,CHN,18 APR 1973,8,Beijing (CHN),14 OCT 2001,Women,Marathon
918,2:28:01,Yuko Arimori,JPN,17 DEC 1966,2,Osaka (JPN),27 JAN 1991,Women,Marathon
918,2:28:01,Yelena Sokolova,RUS,27 DEC 1979,8,Frankfurt (GER),31 OCT 2010,Women,Marathon
918,2:28:01,Misaki Katsumata,JPN,26 DEC 1985,10,Nagoya (JPN),11 MAR 2012,Women,Marathon
918,2:28:01,Jemila Wortesa,ETH,18 MAY 1986,4,Roma (ITA),19 MAR 2023,Women,Marathon
920,2:08:47,Young-Cho Hwang,KOR,22 MAR 1970,2,Oita (JPN),02 FEB 1992,Men,Marathon
920,2:08:47,Jörg Peter,GDR,23 OCT 1955,3,Tokyo (JPN),14 FEB 1988,Men,Marathon
920,2:08:47,Nozomi Saho,JPN,06 MAR 1973,3,Fukuoka (JPN),07 DEC 1997,Men,Marathon
920,2:08:47,Philemon Kirwa Tarbei,KEN,1983,4,Frankfurt (GER),26 OCT 2008,Men,Marathon
920,2:08:47,Hassane Ahouchar,MAR,1975,4,Valencia (ESP),27 NOV 2011,Men,Marathon
920,2:08:47,Eliasa Kibet,KEN,1993,2,Padova (ITA),21 APR 2024,Men,Marathon
920,2:08:47,Shumet Akalnew,ETH,29 JAN 1988,19,Amsterdam (NED),17 OCT 2021,Men,Marathon
920,2:08:47,Thomas Kibet,KEN,06 MAR 1996,12,Paris (FRA),17 OCT 2021,Men,Marathon
920,2:08:47,Alemu Gemechu,ETH,1995,8,Marrakech (MAR),26 JAN 2020,Men,Marathon
920,2:08:47,Emmanuel Tirop Keter,KEN,1980,2,Cape Town (RSA),18 SEP 2016,Men,Marathon
922,2:28:02,Birgit Jerschabeck,GER,17 MAY 1969,1,Lisboa (POR),26 NOV 1995,Women,Marathon
922,2:28:02,Elza Shayakhmetova-Kireyeva,RUS,26 MAR 1979,3,Dublin (IRL),25 OCT 2010,Women,Marathon
922,2:28:02,Tizita Terecha,ETH,12 OCT 1992,1,Guangzhou (CHN),06 DEC 2015,Women,Marathon
925,2:28:03,Viktoriya Khapilina,UKR,23 APR 1992,1,Kraków (POL),28 APR 2019,Women,Marathon
926,2:28:04,Sonia Thomas-Samuels,GBR,16 MAY 1979,9,Berlin (GER),27 SEP 2015,Women,Marathon
927,2:28:06,Tigist Tadese,ETH,23 JAN 1998,3,Venezia (ITA),22 OCT 2023,Women,Marathon
927,2:28:06,Ji Hyang Kim,PRK,26 SEP 1995,1,Pyongyang (PRK),10 APR 2016,Women,Marathon
927,2:28:06,Helena Sampaio,POR,09 OCT 1973,1,Amsterdam (NED),19 OCT 2003,Women,Marathon
927,2:28:06,Yevheniia Prokofieva,UKR,05 JUN 1995,1,Belaya Tserkva (UKR),06 OCT 2019,Women,Marathon
927,2:28:06,Sarah Rowell,GBR,19 NOV 1962,2,London (GBR),21 APR 1985,Women,Marathon
927,2:28:06,Lieve Slegers,BEL,06 APR 1965,1,Rotterdam (NED),28 APR 1996,Women,Marathon
927,2:28:06,Betty Jepleting,KEN,28 JUL 1988,1,Castellón (ESP),27 FEB 2022,Women,Marathon
927,2:28:06,Neheng Khatala,LES,02 JUL 1992,1,Cape Town (RSA),30 MAY 2021,Women,Marathon
930,2:08:48,Willy Cheruiyot,KEN,02 AUG 1974,1,Wien (AUT),21 MAY 2000,Men,Marathon
930,2:08:48,Nobuyuki Sato,JPN,08 AUG 1972,2,Fukuoka (JPN),06 DEC 1998,Men,Marathon
930,2:08:48,Kazuma Kubo,JPN,09 DEC 1996,20,Tokyo (JPN),06 MAR 2022,Men,Marathon
930,2:08:48,Rintaro Takeda,JPN,05 APR 1994,8,Osaka (JPN),27 FEB 2022,Men,Marathon
930,2:08:48,Yuichi Yasui,JPN,19 MAY 1995,9,Beppu (JPN),05 FEB 2023,Men,Marathon
930,2:08:48,Noah Bor,KEN,28 JUL 1977,2,Roma (ITA),23 MAR 2003,Men,Marathon
930,2:08:48,Kiprotich Kirui,KEN,22 DEC 1984,7,Paris (FRA),08 APR 2018,Men,Marathon
935,2:28:07,Maggie Montoya,USA,02 MAY 1995,8,"Chicago, IL (USA)",09 OCT 2022,Women,Marathon
935,2:28:07,Martina Strähl,SUI,07 MAY 1987,7,"Olympiastadion, Berlin (GER)",12 AUG 2018,Women,Marathon
935,2:28:07,Carey Edge May,IRL,19 JUL 1959,1,Osaka (JPN),27 JAN 1985,Women,Marathon
937,2:08:49,Wataru Okutani,JPN,09 JAN 1975,4,Fukuoka (JPN),03 DEC 2006,Men,Marathon
937,2:08:49,David Omiti Makori,KEN,06 NOV 1973,1,Venezia (ITA),27 OCT 2002,Men,Marathon
937,2:08:49,Seung-Do Baek,KOR,16 JUN 1968,5,Tokyo (JPN),13 FEB 2000,Men,Marathon
937,2:08:49,Francesco Ingargiola,ITA,15 FEB 1973,3,Roma (ITA),01 JAN 2000,Men,Marathon
937,2:08:49,Chala Lemi,ETH,26 FEB 1987,2,Toronto (CAN),27 SEP 2009,Men,Marathon
937,2:08:49,Peter Kiprotich Cherus,KEN,27 FEB 1979,4,Frankfurt (GER),28 OCT 2007,Men,Marathon
937,2:08:49,Paul Muchemi Maina,KEN,31 DEC 1982,2,Marrakech (MAR),27 JAN 2019,Men,Marathon
937,2:08:49,Suleiman Kipses Simotwo,KEN,21 APR 1980,5,Frankfurt (GER),25 OCT 2015,Men,Marathon
938,2:28:08,Noriko Kawaguchi,JPN,24 APR 1969,6,Osaka (JPN),30 JAN 1994,Women,Marathon
938,2:28:08,Volha Dubovskaya,BLR,02 OCT 1985,4,Düsseldorf (GER),29 APR 2012,Women,Marathon
938,2:28:08,Emily Chebet Kipchumba,KEN,16 FEB 1998,3,Milano (ITA),02 APR 2023,Women,Marathon
941,2:28:09,Yanmei Dong,CHN,16 FEB 1977,1,Dalian (CHN),26 OCT 1997,Women,Marathon
941,2:28:09,Risa Takenaka,JPN,06 JAN 1990,4,Nagoya (JPN),08 MAR 2015,Women,Marathon
941,2:28:09,Lyudmyla Puskina,UKR,02 OCT 1965,1,"Columbus, OH (USA)",19 OCT 2003,Women,Marathon
941,2:28:09,Yelena Burykina,RUS,07 MAY 1972,2,Dublin (IRL),27 OCT 2003,Women,Marathon
941,2:28:09,Aamelmal Tagel,ETH,19 OCT 2000,4,Buenos Aires (ARG),24 SEP 2023,Women,Marathon
941,2:28:09,Nell Rojas,USA,27 NOV 1987,1,"Duluth, MN (USA)",22 JUN 2019,Women,Marathon
941,2:28:09,Naomi Sakashita,JPN,25 MAY 1975,9,Nagoya (JPN),11 MAR 2001,Women,Marathon
945,2:08:50,Samuel Chelanga,USA,23 FEB 1985,9,"Chicago, IL (USA)",08 OCT 2023,Men,Marathon
945,2:08:50,Abdelilah Elmaimouni,MAR,01 MAY 1992,22,Valencia (ESP),04 DEC 2022,Men,Marathon
945,2:08:50,Ser-Od Bat-Ochir,MGL,07 OCT 1981,3,Fukuoka (JPN),07 DEC 2014,Men,Marathon
945,2:08:50,Samuel Nyangincha,KEN,10 NOV 1962,2,Berlin (GER),25 SEP 1994,Men,Marathon
945,2:08:50,Kenjiro Jitsui,JPN,16 DEC 1968,4,Tokyo (JPN),12 FEB 1996,Men,Marathon
948,2:28:10,Freya Murray,GBR,20 SEP 1983,13,London (GBR),22 APR 2012,Women,Marathon
948,2:28:10,Taeko Terauchi,JPN,19 DEC 1972,8,Osaka (JPN),31 JAN 1999,Women,Marathon
950,2:08:51,Koji Kobayashi,JPN,16 JAN 1989,9,Tokyo (JPN),23 FEB 2014,Men,Marathon
950,2:08:51,Riki Nakanishi,JPN,20 DEC 1995,6,Oita (JPN),06 FEB 2022,Men,Marathon
950,2:08:51,Alfred Barkach,KEN,02 MAR 1997,1,Enschede (NED),16 APR 2023,Men,Marathon
950,2:08:51,Abe Gashahun,ETH,20 APR 1998,2,Riyadh (KSA),10 FEB 2024,Men,Marathon
950,2:08:51,Bira Seboka,ETH,16 NOV 1994,11,Amsterdam (NED),15 OCT 2017,Men,Marathon
950,2:08:51,Sebastian Hendel,GER,01 DEC 1995,10,Hamburg (GER),28 APR 2024,Men,Marathon
950,2:28:11,Aurora Cunha,POR,31 MAY 1959,3,London (GBR),23 APR 1989,Women,Marathon
950,2:28:11,Ria Van Landeghem,BEL,19 JUL 1957,1,St. Paul (USA),02 OCT 1988,Women,Marathon
950,2:08:51,Jiksa Tolosa,ETH,11 DEC 1998,4,Hamburg (GER),28 APR 2019,Men,Marathon
950,2:28:11,Biruk Konjit Tilahun,ETH,22 SEP 1987,11,Dubai (UAE),24 JAN 2014,Women,Marathon
950,2:28:11,Violet Jelagat,KEN,30 JUL 1993,4,München (GER),09 OCT 2022,Women,Marathon
954,2:28:12,Delele Cheklie,ETH,13 JAN 2002,25,Sevilla (ESP),18 FEB 2024,Women,Marathon
954,2:28:12,Charlotta Fougberg,SWE,19 JUN 1985,11,Milano (ITA),16 MAY 2021,Women,Marathon
954,2:28:12,Allie Kieffer,USA,16 SEP 1987,7,"New York, NY (USA)",04 NOV 2018,Women,Marathon
957,2:08:52,Paul William Evans,GBR,13 APR 1961,1,"Chicago, IL (USA)",20 OCT 1996,Men,Marathon
957,2:08:52,Hideyuki Obinata,JPN,02 DEC 1976,5,Otsu (JPN),04 MAR 2001,Men,Marathon
957,2:08:52,Bernard Barmasai,KEN,06 MAY 1974,3,Paris (FRA),09 APR 2006,Men,Marathon
957,2:08:52,Ken Nakayama,JPN,24 FEB 1997,17,Osaka (JPN),25 FEB 2024,Men,Marathon
957,2:08:52,Enyew Mekonnen,ETH,07 APR 1994,25,Sevilla (ESP),18 FEB 2024,Men,Marathon
957,2:28:13,Junko Akagi,JPN,03 DEC 1975,6,Tokyo (JPN),18 NOV 2001,Women,Marathon
957,2:28:13,Tomoko Kai,JPN,05 NOV 1976,4,Nagoya (JPN),08 MAR 1998,Women,Marathon
957,2:08:52,Benedict Muli Kimondiu,KEN,30 NOV 1977,1,"Chicago, IL (USA)",07 OCT 2001,Men,Marathon
957,2:08:52,Luke Kibet,KEN,12 APR 1983,3,Eindhoven (NED),09 OCT 2005,Men,Marathon
957,2:08:52,Minato Oishi,JPN,19 MAY 1988,24,Tokyo (JPN),01 MAR 2020,Men,Marathon
957,2:08:52,Samson Barmao,KEN,17 APR 1982,2,Roma (ITA),18 MAR 2012,Men,Marathon
957,2:08:52,Abere Chane,ETH,10 MAY 1985,3,Hengshui (CHN),22 SEP 2012,Men,Marathon
957,2:08:52,Samwel Maswai,KEN,29 MAR 1988,5,Berlin (GER),29 SEP 2013,Men,Marathon
957,2:08:52,Shoma Yamamoto,JPN,10 APR 1995,2,Hofu (JPN),04 DEC 2022,Men,Marathon
959,2:28:14,Leslie Sexton,CAN,17 MAY 1987,8,"Houston, TX (USA)",14 JAN 2024,Women,Marathon
959,2:28:14,Alice Jepkemboi Kimutai,KEN,07 SEP 1992,2,Hangzhou (CHN),03 NOV 2019,Women,Marathon
959,2:28:14,Risa Hagiwara,JPN,22 NOV 1982,2,Nagoya (JPN),09 MAR 2003,Women,Marathon
959,2:28:14,Tetyana Gamera,UKR,01 JUN 1983,1,Kraków (POL),17 APR 2011,Women,Marathon
963,2:28:15,Lisa Weidenbach,USA,13 DEC 1961,1,"Chicago, IL (USA)",29 OCT 1989,Women,Marathon
963,2:28:15,Emma Quaglia,ITA,15 AUG 1980,5,Torino (ITA),18 NOV 2012,Women,Marathon
963,2:28:15,Tian Mei,CHN,27 NOV 1971,4,Beijing (CHN),04 OCT 1997,Women,Marathon
966,2:28:16,Magdalene Chemjor,KEN,12 NOV 1978,1,Amsterdam (NED),21 OCT 2007,Women,Marathon
966,2:28:16,Marcela Joglová,CZE,28 JUL 1987,5,Enschede (NED),18 APR 2021,Women,Marathon
968,2:28:17,Rakiya Maraoui-Quetier,MAR,12 SEP 1967,3,Berlin (GER),24 SEP 1995,Women,Marathon
968,2:28:17,Lorraine Moller,NZL,01 JUN 1955,2,Edinburgh (GBR),01 AUG 1986,Women,Marathon
968,2:28:17,Claudia Lokar,GER,09 FEB 1964,4,Berlin (GER),29 SEP 1996,Women,Marathon
968,2:28:17,Camelia Alina Tecuţă-Gherasim,ROU,10 NOV 1971,2,Paris (FRA),09 APR 2000,Women,Marathon
969,2:08:53,Pavel Loskutov,EST,02 DEC 1969,2,Paris (FRA),07 APR 2002,Men,Marathon
969,2:08:53,Paul Kipkorir Kipkemboi,KEN,31 MAY 1982,8,Seoul (KOR),18 MAR 2018,Men,Marathon
969,2:08:53,Mushir Salim Jawher,KEN,13 JUN 1978,2,Daegu (KOR),10 APR 2011,Men,Marathon
969,2:08:53,Alberico Di Cecco,ITA,19 APR 1974,3,Roma (ITA),23 MAR 2003,Men,Marathon
969,2:08:53,David Kiptoo Kirui,KEN,29 DEC 1977,7,Paris (FRA),06 APR 2003,Men,Marathon
969,2:08:53,Koichi Morishita,JPN,05 SEP 1967,1,Oita (JPN),03 FEB 1991,Men,Marathon
972,2:28:18,Lilian Chemweno,KEN,22 OCT 1995,2,Izmir (TUR),17 APR 2022,Women,Marathon
972,2:28:18,Christine Mcnamara,USA,29 JAN 1966,7,London (GBR),13 APR 1997,Women,Marathon
972,2:28:18,Emily Chepar Kimuria,KEN,10 JUN 1975,2,Berlin (GER),28 SEP 2003,Women,Marathon
972,2:28:18,Jill Holterman,NED,11 SEP 1991,6,Enschede (NED),18 APR 2021,Women,Marathon
975,2:08:54,Charles Muneria,KEN,10 FEB 1996,1,Málaga (ESP),10 DEC 2023,Men,Marathon
975,2:08:54,David Kipserem,KEN,22 MAR 1983,3,Chuncheon (KOR),24 OCT 2010,Men,Marathon
975,2:08:54,Zebedaiyo Bayo,TAN,20 MAY 1976,8,Paris (FRA),06 APR 2003,Men,Marathon
975,2:08:54,Silah Limo,KEN,01 FEB 1992,2,Gold Coast (AUS),05 JUL 2015,Men,Marathon
975,2:08:54,Yuzo Onishi,JPN,26 DEC 1977,4,Otsu (JPN),02 MAR 2008,Men,Marathon
976,2:28:19,Darya Maslova,KGZ,06 MAY 1995,14,Valencia (ESP),01 DEC 2019,Women,Marathon
976,2:28:19,Alice Jepkemboi,KEN,14 MAY 1986,3,Roma (ITA),08 APR 2018,Women,Marathon
976,2:28:19,Aydee Loayza,PER,05 DEC 1994,3,Lima (PER),19 MAY 2024,Women,Marathon
979,2:28:20,Junko Kataoka,JPN,13 JUN 1970,5,Tokyo (JPN),19 NOV 2000,Women,Marathon
979,2:28:20,Yekaterina Khramenkova,URS,16 OCT 1956,1,Mogilyov (URS),07 JUN 1987,Women,Marathon
979,2:28:20,Mary O'Connor,NZL,19 APR 1955,2,London (GBR),17 APR 1983,Women,Marathon
979,2:28:20,Euliter Tanui,KEN,15 MAY 1991,3,San Sebastián (ESP),27 NOV 2022,Women,Marathon
979,2:28:20,María Rocío Ríos,ESP,13 MAR 1969,2,San Sebastián (ESP),15 OCT 1995,Women,Marathon
980,2:08:55,Luiz Antonio Dos Santos,BRA,06 SEP 1964,6,Rotterdam (NED),20 APR 1997,Men,Marathon
980,2:08:55,Jose Antonio Uribe Marino,MEX,03 JAN 1986,3,"Houston, TX (USA)",19 JAN 2014,Men,Marathon
980,2:08:55,Milton Rotich Kiplagat,KEN,29 MAR 1986,1,Casablanca (MAR),27 OCT 2013,Men,Marathon
980,2:08:55,Takeshi Soh,JPN,09 JAN 1953,2,Tokyo (JPN),13 FEB 1983,Men,Marathon
980,2:08:55,Akira Tomiyasu,JPN,07 MAR 1996,21,Tokyo (JPN),06 MAR 2022,Men,Marathon
980,2:08:55,Daniel Kipchumba Chebii,KEN,25 MAY 1985,3,København (DEN),15 MAY 2022,Men,Marathon
980,2:08:55,Luís Jesus,POR,19 NOV 1968,4,Paris (FRA),09 APR 2006,Men,Marathon
984,2:28:22,Eriko Asai,JPN,20 OCT 1959,4,Nagoya (JPN),07 MAR 1993,Women,Marathon
984,2:28:22,Gulnara Vygovskaya,RUS,06 SEP 1980,2,Paris (FRA),15 APR 2007,Women,Marathon
984,2:28:22,Lydia Jerotich Rutto,KEN,25 SEP 1984,5,Seoul (KOR),17 MAR 2013,Women,Marathon
984,2:28:22,Tejitu Daba,BRN,20 AUG 1991,3,Sydney (AUS),15 SEP 2019,Women,Marathon
987,2:08:56,Yenew Alamirew,ETH,27 MAY 1990,8,Dubai (UAE),26 JAN 2018,Men,Marathon
987,2:08:56,Kenta Murayama,JPN,23 FEB 1993,9,Berlin (GER),29 SEP 2019,Men,Marathon
987,2:08:56,Hosea Kiprono,KEN,,6,Lisboa (POR),20 OCT 2019,Men,Marathon
987,2:08:56,Abdi Abdirahman,USA,01 JAN 1977,4,"Chicago, IL (USA)",22 OCT 2006,Men,Marathon
987,2:08:56,Samuel Mwaniki,KEN,15 AUG 1984,2,Marrakech (MAR),25 JAN 2015,Men,Marathon
987,2:08:56,Satoru Sasaki,JPN,16 OCT 1985,3,Fukuoka (JPN),06 DEC 2015,Men,Marathon
987,2:08:56,John Kemboi Cheruiyot,KEN,05 JUL 1990,6,Frankfurt (GER),25 OCT 2015,Men,Marathon
987,2:08:56,Han Gang,CHN,10 NOV 1978,3,Beijing (CHN),21 OCT 2007,Men,Marathon
987,2:08:56,Elroy Gelant,RSA,25 AUG 1986,26,Sevilla (ESP),18 FEB 2024,Men,Marathon
987,2:08:56,Peter Chesang Kurui,KEN,02 JAN 1988,4,Torino (ITA),13 NOV 2011,Men,Marathon
987,2:08:56,Kazutoshi Takatsuka,JPN,08 AUG 1976,5,Otsu (JPN),07 MAR 2004,Men,Marathon
987,2:08:56,Philip Chirchir,KEN,11 MAR 1968,4,"Chicago, IL (USA)",19 OCT 1997,Men,Marathon
987,2:08:56,Bayelign Teshager,ETH,09 FEB 2000,9,Dubai (UAE),07 JAN 2024,Men,Marathon
987,2:08:56,Ambesse Tolossa,ETH,28 AUG 1977,1,Paris (FRA),04 APR 2004,Men,Marathon
988,2:28:23,Hasna Zahi,MAR,05 FEB 1991,4,Rabat (MAR),21 APR 2024,Women,Marathon
988,2:28:23,Chaltu Negesse,ETH,20 SEP 1992,4,Marrakech (MAR),26 JAN 2020,Women,Marathon
988,2:28:23,Milka Jerotich,KEN,1986,1,Warszawa (POL),21 APR 2013,Women,Marathon
991,2:28:24,Kaori Yoshida,JPN,04 AUG 1981,7,Nagoya (JPN),12 MAR 2017,Women,Marathon
991,2:28:24,Joanne Pavey,GBR,20 SEP 1973,16,London (GBR),17 APR 2011,Women,Marathon
993,2:28:25,Elena Loyo,ESP,11 JAN 1983,15,Valencia (ESP),06 DEC 2020,Women,Marathon
993,2:28:25,Nóra Szabó,HUN,01 MAR 1988,12,Sevilla (ESP),19 FEB 2023,Women,Marathon
995,2:28:26,Shiru Deriba,ETH,22 OCT 1985,8f1,Dubai (UAE),16 JAN 2009,Women,Marathon
995,2:28:26,Monika Stefanowicz,POL,15 MAY 1980,4,Hamburg (GER),17 APR 2016,Women,Marathon
995,2:28:26,Grace Momanyi,KEN,13 FEB 1981,1,Hefei (CHN),12 NOV 2016,Women,Marathon
995,2:28:26,Yuka Terumuma,JPN,27 JAN 1968,7,Osaka (JPN),30 JAN 1994,Women,Marathon
999,2:28:27,Peris Jerono,KEN,1990,3,Dongying (CHN),05 MAY 2018,Women,Marathon
999,2:28:27,Kathrin Wessel,GER,14 AUG 1967,3,Berlin (GER),30 SEP 2001,Women,Marathon
999,2:28:27,Chantal Dällenbach,FRA,24 OCT 1962,4,Paris (FRA),07 APR 2002,Women,Marathon
999,2:28:27,Brenda Kiprono,KEN,,7,Enschede (NED),24 APR 2022,Women,Marathon
1001,2:08:57,Takashi Ichida,JPN,16 JUN 1992,10,"Chicago, IL (USA)",08 OCT 2023,Men,Marathon
1001,2:08:57,Mitku Tafa,ETH,,1,Madrid (ESP),28 APR 2024,Men,Marathon
1001,2:08:57,John Nada Saya,TAN,08 AUG 1978,1,Milano (ITA),02 DEC 2001,Men,Marathon
1001,2:08:57,Jonah Chesum,KEN,05 MAY 1989,1,Barcelona (ESP),12 MAR 2017,Men,Marathon
1001,2:08:57,Alejandro Cruz,MEX,10 FEB 1968,1,"Chicago, IL (USA)",30 OCT 1988,Men,Marathon
1001,2:08:57,Edwin Kutto,KEN,08 JAN 1984,8,Eindhoven (NED),09 OCT 2011,Men,Marathon
1001,2:08:57,Julius Gitahi,KEN,29 APR 1978,3,Tokyo (JPN),17 FEB 2008,Men,Marathon
1003,2:28:28,Yuma Adachi,JPN,19 JUL 1996,14,Nagoya (JPN),13 MAR 2022,Women,Marathon
1003,2:28:28,Masako Koide,JPN,03 JAN 1974,2,Rotterdam (NED),22 APR 2001,Women,Marathon
1005,2:28:29,Annie Bersagel,USA,30 MAR 1983,1,Düsseldorf (GER),26 APR 2015,Women,Marathon
1005,2:28:29,Fatiha Benchatki,MAR,06 DEC 1982,2,Marrakech (MAR),28 JAN 2024,Women,Marathon
1007,2:28:30,Viktoriya Klimina,RUS,01 MAR 1976,1,"Providence, RI (USA)",13 OCT 2002,Women,Marathon
1007,2:28:30,Gishu Mindaye,ETH,18 AUG 1986,1,Rotterdam (NED),09 APR 2006,Women,Marathon
1007,2:28:30,Immaculate Chemutai,UGA,02 DEC 1987,3,Abu Dhabi (UAE),26 NOV 2021,Women,Marathon
1007,2:28:30,Kellen Waithira,KEN,06 JAN 1987,6,Rabat (MAR),21 APR 2024,Women,Marathon
1008,2:08:58,Olonbayar Jamsran,MGL,01 AUG 1993,29,Osaka (JPN),26 FEB 2023,Men,Marathon
1008,2:08:58,Andrew Buchanan,AUS,10 APR 1991,11,Hamburg (GER),28 APR 2024,Men,Marathon
1008,2:08:58,Belay Tilahun Bezabeh,ETH,07 JAN 1995,2,Gold Coast (AUS),07 JUL 2024,Men,Marathon
1008,2:08:58,Moses Kibet Kangogo,KEN,10 NOV 1979,1,Dublin (IRL),25 OCT 2010,Men,Marathon
1008,2:08:58,Mark Plaatjes,RSA,01 JUN 1961,1,Port Elizabeth (RSA),04 MAY 1985,Men,Marathon
1008,2:08:58,Ben Preisner,CAN,22 MAR 1996,4,Oita (JPN),04 FEB 2024,Men,Marathon
1008,2:08:58,David Kiprono Langat,KEN,,5,Paris (FRA),09 APR 2006,Men,Marathon
1011,2:28:31,Hildah Jepkogei Cheboi,KEN,26 FEB 1991,4,Nairobi (KEN),29 OCT 2023,Women,Marathon
1011,2:28:31,Mieke Gorissen,BEL,29 NOV 1982,7,Enschede (NED),18 APR 2021,Women,Marathon
1011,2:28:31,Irene Limika,KEN,28 AUG 1979,4,Frankfurt (GER),26 OCT 2008,Women,Marathon
1014,2:28:32,Gete Mindaye,ETH,,3,Cape Town (RSA),15 SEP 2019,Women,Marathon
1014,2:28:32,Krista Duchene,CAN,09 JAN 1977,4,Toronto (CAN),20 OCT 2013,Women,Marathon
1014,2:28:32,Jackline Jerotich Chebor,KEN,23 SEP 1970,1,Carpi (ITA),15 OCT 2000,Women,Marathon
1014,2:28:32,Charlotte Teske,FRG,23 NOV 1949,1,Frankfurt (GER),15 MAY 1983,Women,Marathon
1014,2:28:32,Daeun Jeong,KOR,09 MAY 1997,1,Seoul (KOR),19 MAR 2023,Women,Marathon
1015,2:08:59,Martin Hehir,USA,19 DEC 1992,1,"Chandler, AZ (USA)",20 DEC 2020,Men,Marathon
1015,2:08:59,Ilham Tanui Özbilen,TUR,05 MAR 1990,6,Milano (ITA),07 APR 2024,Men,Marathon
1015,2:08:59,Daniele Caimmi,ITA,17 DEC 1972,3,Milano (ITA),01 DEC 2002,Men,Marathon
1015,2:08:59,Samuel Rutto,KEN,1994,3,Ljubljana (SLO),25 OCT 2015,Men,Marathon
1015,2:08:59,Abdolsalam Serrokh,MAR,1970,6,Rotterdam (NED),18 APR 1999,Men,Marathon
1015,2:08:59,Joshua Cheptegei,UGA,12 SEP 1996,37,Valencia (ESP),03 DEC 2023,Men,Marathon
1015,2:08:59,Elijah Korir,KEN,15 APR 1978,2,Torino (ITA),26 MAR 2000,Men,Marathon
1015,2:08:59,Patrick Muturi,KEN,09 DEC 1972,5,"Chicago, IL (USA)",19 OCT 1997,Men,Marathon
1015,2:08:59,Takuya Noguchi,JPN,02 JUL 1988,1,Gold Coast (AUS),02 JUL 2017,Men,Marathon
